firstName,title,p_greater,significant_increase,p_less,significant_decrease,median_pre,median_post
Aaron,The Good Doctor,0.9428571428571428,False,0.11428571428571428,False,55.0,45.0
Abraham,TURN: Washington's Spies,0.5,False,0.6405918194923587,False,10.0,10.5
Ace,Heels,0.3142857142857143,False,0.8,False,13.0,14.0
Ada,Peaky Blinders,0.14225134895560376,False,0.9232118017250082,False,11.0,13.5
Ada,The Good Guys,0.23776632979845064,False,0.8577486510443962,False,7.0,12.0
Adam,Adam Ruins Everything,0.36063834951457785,False,0.7622336702015493,False,114.0,135.5
Adam,Chicago P.D.,0.10589918915286134,False,0.9457958500092675,False,114.0,137.0
Adam,Exit,0.8857142857142858,False,0.2,False,133.0,107.5
Adam,Friday Night Dinner,0.6857142857142857,False,0.42857142857142855,False,123.0,121.5
Adam,Jonathan Creek,0.7622336702015493,False,0.36063834951457785,False,128.0,122.0
Adam,Parenthood,0.8,False,0.3142857142857143,False,121.0,118.5
Adam,The Big C,0.8,False,0.3142857142857143,False,121.0,118.5
Adam,The Goldbergs,0.5707863548697991,False,0.5707863548697991,False,123.0,126.0
Adam,Workaholics,0.6857142857142857,False,0.42857142857142855,False,123.0,121.5
Adrian,Monk,0.57143179220385,False,0.57143179220385,False,23.0,24.5
Aidan,Inside No. 9,1.0,False,0.02857142857142857,True,44.0,26.0
Alan,Boston Legal,0.35940818050764134,False,0.764262837574355,False,5.0,5.0
Alan,I'm Alan Partridge,0.8941008108471387,False,0.1862279349906848,False,12.0,9.0
Alan,Inside No. 9,0.7089601740352489,False,0.42722253381476594,False,9.0,8.0
Alan,"Knowing Me, Knowing You with Alan Partridge",0.9751270046392485,False,0.05420414999073258,False,18.0,10.5
Alan,Last Tango in Halifax,0.23573716242564502,False,0.8599563945942512,False,7.0,8.0
Alan,Smiling Friends,0.8577486510443962,False,0.23776632979845064,False,9.0,7.0
Alana,Hannibal,0.5734794619143435,False,0.5734794619143435,False,11.0,10.0
Albert,Hustle,0.9792068293839069,False,0.04774161604877365,True,12.0,7.0
Alec,Broadchurch,0.7823603283909288,False,0.34823324285588814,False,10.0,10.0
Alex,Ashes to Ashes,0.5,False,0.6393616504854222,False,54.0,53.0
Alex,Blue Mountain State,0.9232118017250082,False,0.14225134895560376,False,54.0,48.0
Alex,Julie and the Phantoms,0.9903650331677201,False,0.02383905156801093,True,37.0,22.0
Alex,The Morning Show,0.9474037474399793,False,0.10380870557742289,False,37.0,28.0
Alfred,Babylon Berlin,0.14225134895560376,False,0.9232118017250082,False,4.0,7.0
Ali,Da Ali G Show,0.024872995360751497,True,0.9897996272793145,False,24.0,30.0
Alicia,The Good Wife,1.0,False,0.02857142857142857,True,24.0,15.5
Alison,Orphan Black,0.7037198615416744,False,0.4292136451302009,False,9.0,9.5
Alison,Shetland,0.7037198615416744,False,0.4292136451302009,False,9.0,9.5
Alma,Undone,0.10589918915286134,False,0.9457958500092675,False,5.0,7.5
Alyssa,The End of the F***ing World,1.0,False,0.02857142857142857,True,51.0,22.0
Amanda,Cobra Kai,0.9751270046392485,False,0.05420414999073258,False,20.0,12.0
Amanda,Dirk Gently's Holistic Detective Agency,0.8577486510443962,False,0.23776632979845064,False,17.0,13.0
Amber,Spaced,0.9428571428571428,False,0.11428571428571428,False,72.0,52.5
Amy,Flowers,0.9232118017250082,False,0.14225134895560376,False,32.0,30.0
Amy,Heartland,0.983843544378378,False,0.03723091570870274,True,59.0,46.0
Amy,Little Dorrit,0.9897996272793145,False,0.024872995360751497,True,55.0,41.5
Amy,Veep,0.9627690842912973,False,0.07678819827499188,False,41.0,33.0
Ana,Velvet,0.23573716242564502,False,0.8599563945942512,False,8.0,9.0
Anastasia,Banshee,0.05420414999073258,False,0.9751270046392485,False,13.0,25.0
Andrea,Day Break,0.42722253381476594,False,0.7089601740352489,False,25.0,24.5
Andrew,Animal Kingdom,0.9428571428571428,False,0.11428571428571428,False,86.0,68.5
Andy,Detectorists,0.7089601740352489,False,0.42722253381476594,False,8.0,8.0
Andy,Extras,0.57143179220385,False,0.57143179220385,False,12.0,11.0
Andy,Life with Louie,0.6393616504854222,False,0.5,False,12.0,11.5
Angel,Dexter,0.29628013845832557,False,0.8137720650093152,False,18.0,22.5
Angel,Pose,0.8599563945942512,False,0.23573716242564502,False,19.0,16.0
Angela,My So-Called Life,0.8,False,0.3142857142857143,False,54.0,42.0
Angela,Power,0.11428571428571428,False,0.9428571428571428,False,17.0,21.0
Angela,The Night Manager,0.8857142857142858,False,0.2,False,22.0,15.0
Angela,The Rookie,1.0,False,0.02857142857142857,True,20.0,11.0
Angus,Code Black,0.5727774661852341,False,0.5727774661852341,False,9.0,8.5
Anna,Amphibia,0.9903650331677201,False,0.02383905156801093,True,69.0,60.0
Anna,PEN15,0.9903650331677201,False,0.02383905156801093,True,69.0,60.0
Anna,TURN: Washington's Spies,0.23776632979845064,False,0.8577486510443962,False,91.0,101.5
Annalise,How to Get Away with Murder,0.9919824434548129,False,0.020793170616093072,True,10.0,7.0
Anne,Amphibia,0.57143179220385,False,0.57143179220385,False,6.0,6.5
Anne,Anne with an E,0.29628013845832557,False,0.8137720650093152,False,4.0,6.0
Anne,Gentleman Jack,0.57143179220385,False,0.57143179220385,False,6.0,6.5
Annie,Life on Mars,0.14225134895560376,False,0.9232118017250082,False,10.0,13.5
April,Eastbound & Down,0.7622336702015493,False,0.36063834951457785,False,10.0,8.5
Arabella,I May Destroy You,0.9004550739258976,False,0.1795060268932147,False,21.0,17.0
Arthur,Little Dorrit,0.3581448752704214,False,0.7663391711558842,False,9.0,8.5
Arthur,Peaky Blinders,0.11428571428571428,False,0.9428571428571428,False,10.0,25.0
Ashley,Ash vs Evil Dead,0.5,False,0.6393616504854222,False,20.0,19.5
Astrid,Dragons: Race to the Edge,0.35940818050764134,False,0.764262837574355,False,6.0,9.0
August,Young Royals,0.02857142857142857,True,1.0,False,20.0,44.0
Austen,Brass Eye,0.8159672468472576,False,0.2945772327250291,False,6.0,4.5
Ava,Abbott Elementary,0.8941008108471387,False,0.1862279349906848,False,161.0,119.0
Ava,Hacks,0.8941008108471387,False,0.1862279349906848,False,161.0,119.0
Ava,Justified,1.0,False,0.02857142857142857,True,239.0,199.0
Bear,Reservation Dogs,0.07491041803344624,False,0.9640859218395159,False,0.0,6.0
Beck,Tron: Uprising,0.764262837574355,False,0.35940818050764134,False,5.0,3.5
Ben,Boy Meets World,0.8577486510443962,False,0.23776632979845064,False,9.0,7.0
Ben,Outnumbered,0.5727774661852341,False,0.5727774661852341,False,17.0,17.0
Benjamin,Star Trek: Deep Space Nine,0.57143179220385,False,0.57143179220385,False,132.0,136.5
Bilal,Game of Silence,0.6857142857142857,False,0.42857142857142855,False,9.0,6.5
Blake,Workaholics,0.02857142857142857,True,1.0,False,83.0,124.5
Bradley,The Morning Show,0.9250895819665538,False,0.14004360540574873,False,14.0,11.0
Brendon,Home Movies,0.9232118017250082,False,0.14225134895560376,False,15.0,9.5
Brett,Day Break,0.983843544378378,False,0.03723091570870274,True,45.0,24.0
Brian,Family Guy,0.9897996272793145,False,0.024872995360751497,True,32.0,27.0
Brian,Queer as Folk,0.9897996272793145,False,0.024872995360751497,True,32.0,27.0
Brian,The Mighty Boosh,0.9714285714285714,False,0.05714285714285714,False,27.0,20.0
Brooke,In Treatment,0.8,False,0.3142857142857143,False,114.0,97.5
Bruce,Batman: The Animated Series,0.9627690842912973,False,0.07678819827499188,False,10.0,7.5
Callie,Ugly Americans,0.0525962525600207,False,0.9761609484319891,False,22.0,35.0
Callum,The Dragon Prince,0.42857142857142855,False,0.6857142857142857,False,27.0,32.5
Cameron,Halt and Catch Fire,0.7037198615416744,False,0.4292136451302009,False,70.0,66.0
Camila,Undone,0.29628013845832557,False,0.8137720650093152,False,14.0,15.5
